kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.123275,0.225506,0.859904,
tip_cube_m,thumb4,0.024827,0.048260,0.085917,
tip_world_m,index4,-0.195288,0.103951,0.835038,
tip_cube_m,index4,-0.041195,-0.074473,0.051898,
tip_world_m,middle4,-0.215467,0.098405,0.817811,
tip_cube_m,middle4,-0.059424,-0.080157,0.032659,
tip_world_m,ring4,-0.229755,0.104842,0.801282,
tip_cube_m,ring4,-0.072173,-0.073737,0.014910,
tip_world_m,little4,-0.244363,0.116747,0.780709,
tip_cube_m,little4,-0.084983,-0.061777,-0.006798,
joint_rad,shoulder_pan_joint,1.460425,,,
joint_rad,shoulder_lift_joint,-2.309184,,,
joint_rad,elbow_joint,-2.257307,,,
joint_rad,wrist_1_joint,-1.644464,,,
joint_rad,wrist_2_joint,-1.565898,,,
joint_rad,wrist_3_joint,3.965641,,,
joint_rad,index1_joint,0.000189,,,
joint_rad,little1_joint,0.000010,,,
joint_rad,middle1_joint,-0.000055,,,
joint_rad,ring1_joint,-0.000167,,,
joint_rad,thumb1_joint,-0.038026,,,
joint_rad,index2_joint,0.011643,,,
joint_rad,little2_joint,0.008398,,,
joint_rad,middle2_joint,0.009378,,,
joint_rad,ring2_joint,0.009207,,,
joint_rad,thumb2_joint,0.028969,,,
joint_rad,index3_joint,0.029888,,,
joint_rad,little3_joint,0.021325,,,
joint_rad,middle3_joint,0.026907,,,
joint_rad,ring3_joint,0.027300,,,
joint_rad,thumb3_joint,0.039080,,,
joint_rad,index4_joint,0.000001,,,
joint_rad,little4_joint,0.000002,,,
joint_rad,middle4_joint,0.000017,,,
joint_rad,ring4_joint,0.000017,,,
joint_rad,thumb4_joint,0.000002,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.198824,0.314351,0.794525,
wrist_quat,wrist_3_link,0.254196,0.308371,0.607308,-0.686635
cube_pos_m,cube_obj,-0.157659,0.176405,0.777843,
handcal_dW_m.thumb1,thumb4,0.005582,0.015750,0.000037,
handcal_dC_m.thumb1,thumb4,-0.005082,-0.000802,-0.015898,
handcal_dW_m.thumb1,index4,-0.000314,-0.000576,0.000056,
handcal_dC_m.thumb1,index4,0.000297,-0.000025,0.000587,
handcal_dW_m.thumb1,middle4,-0.000289,-0.000329,0.000027,
handcal_dC_m.thumb1,middle4,0.000279,-0.000006,0.000338,
handcal_dW_m.thumb1,ring4,-0.000297,-0.000112,0.000003,
handcal_dC_m.thumb1,ring4,0.000293,0.000010,0.000121,
handcal_dW_m.thumb1,little4,-0.000328,0.000132,-0.000024,
handcal_dC_m.thumb1,little4,0.000331,0.000028,-0.000123,
handcal_dW_m.thumb2,thumb4,-0.001005,0.004378,-0.005893,
handcal_dC_m.thumb2,thumb4,0.001014,0.005742,-0.004572,
handcal_dW_m.thumb2,index4,-0.000258,0.000294,-0.000001,
handcal_dC_m.thumb2,index4,0.000268,-0.000004,-0.000284,
handcal_dW_m.thumb2,middle4,-0.000273,0.000122,0.000006,
handcal_dC_m.thumb2,middle4,0.000277,-0.000003,-0.000112,
handcal_dW_m.thumb2,ring4,-0.000272,-0.000026,0.000011,
handcal_dC_m.thumb2,ring4,0.000271,-0.000003,0.000036,
handcal_dW_m.thumb2,little4,-0.000257,-0.000194,0.000017,
handcal_dC_m.thumb2,little4,0.000250,-0.000002,0.000204,
handcal_dW_m.thumb3,thumb4,0.003405,0.006378,0.003155,
handcal_dC_m.thumb3,thumb4,-0.003117,-0.003492,-0.006349,
handcal_dW_m.thumb3,index4,-0.000164,0.000114,0.000008,
handcal_dC_m.thumb3,index4,0.000167,-0.000008,-0.000108,
handcal_dW_m.thumb3,middle4,-0.000168,0.000027,-0.000003,
handcal_dC_m.thumb3,middle4,0.000168,0.000007,-0.000022,
