kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.053304,0.196695,0.857986,
tip_cube_m,thumb4,0.105342,0.026015,0.082986,
tip_world_m,index4,-0.122555,0.071207,0.858290,
tip_cube_m,index4,0.040193,-0.101652,0.083290,
tip_world_m,middle4,-0.148581,0.065260,0.853864,
tip_cube_m,middle4,0.014373,-0.108438,0.078864,
tip_world_m,ring4,-0.169818,0.071745,0.848766,
tip_cube_m,ring4,-0.007063,-0.102645,0.073766,
tip_world_m,little4,-0.193589,0.084013,0.841175,
tip_cube_m,little4,-0.031219,-0.091154,0.066175,
joint_rad,shoulder_pan_joint,1.560190,,,
joint_rad,shoulder_lift_joint,-2.116883,,,
joint_rad,elbow_joint,-2.210746,,,
joint_rad,wrist_1_joint,-1.980707,,,
joint_rad,wrist_2_joint,-1.561513,,,
joint_rad,wrist_3_joint,3.383128,,,
joint_rad,index1_joint,0.000041,,,
joint_rad,little1_joint,0.000072,,,
joint_rad,middle1_joint,0.000034,,,
joint_rad,ring1_joint,0.000006,,,
joint_rad,thumb1_joint,-0.044774,,,
joint_rad,index2_joint,0.014199,,,
joint_rad,little2_joint,0.013213,,,
joint_rad,middle2_joint,0.012961,,,
joint_rad,ring2_joint,0.012698,,,
joint_rad,thumb2_joint,0.031731,,,
joint_rad,index3_joint,0.035033,,,
joint_rad,little3_joint,0.032017,,,
joint_rad,middle3_joint,0.035090,,,
joint_rad,ring3_joint,0.035510,,,
joint_rad,thumb3_joint,0.041058,,,
joint_rad,index4_joint,0.000004,,,
joint_rad,little4_joint,0.000000,,,
joint_rad,middle4_joint,-0.000000,,,
joint_rad,ring4_joint,-0.000000,,,
joint_rad,thumb4_joint,-0.000000,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.155475,0.282961,0.857991,
wrist_quat,wrist_3_link,0.077132,0.093234,0.709846,-0.693886
cube_pos_m,cube_obj,-0.159433,0.174108,0.775000,
handcal_dW_m.thumb1,thumb4,0.005585,0.016039,-0.000065,
handcal_dC_m.thumb1,thumb4,-0.004731,0.000513,-0.016303,
handcal_dW_m.thumb1,index4,-0.000579,-0.000230,0.000085,
handcal_dC_m.thumb1,index4,0.000564,-0.000104,0.000258,
handcal_dW_m.thumb1,middle4,-0.000567,-0.000031,0.000094,
handcal_dC_m.thumb1,middle4,0.000563,-0.000109,0.000059,
handcal_dW_m.thumb1,ring4,-0.000567,0.000129,0.000101,
handcal_dC_m.thumb1,ring4,0.000570,-0.000112,-0.000101,
handcal_dW_m.thumb1,little4,-0.000578,0.000301,0.000105,
handcal_dC_m.thumb1,little4,0.000590,-0.000114,-0.000272,
handcal_dW_m.thumb2,thumb4,-0.000754,0.003866,-0.005792,
handcal_dC_m.thumb2,thumb4,0.001102,0.005844,-0.003701,
