kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.079070,0.234898,0.802841,
tip_cube_m,thumb4,0.104281,0.016041,0.026959,
tip_world_m,index4,-0.143832,0.111365,0.837102,
tip_cube_m,index4,0.000043,-0.076416,0.061809,
tip_world_m,middle4,-0.170043,0.104735,0.838160,
tip_cube_m,middle4,-0.026804,-0.073287,0.063058,
tip_world_m,ring4,-0.192009,0.110203,0.835563,
tip_cube_m,ring4,-0.045405,-0.060358,0.060609,
tip_world_m,little4,-0.217024,0.120890,0.829861,
tip_cube_m,little4,-0.065020,-0.041462,0.055071,
joint_rad,shoulder_pan_joint,1.471471,,,
joint_rad,shoulder_lift_joint,-2.304729,,,
joint_rad,elbow_joint,-2.298173,,,
joint_rad,wrist_1_joint,-1.518284,,,
joint_rad,wrist_2_joint,-1.674194,,,
joint_rad,wrist_3_joint,3.235571,,,
joint_rad,index1_joint,-0.000035,,,
joint_rad,little1_joint,0.000036,,,
joint_rad,middle1_joint,0.000013,,,
joint_rad,ring1_joint,0.000017,,,
joint_rad,thumb1_joint,-0.042864,,,
joint_rad,index2_joint,0.013995,,,
joint_rad,little2_joint,0.013353,,,
joint_rad,middle2_joint,0.012919,,,
joint_rad,ring2_joint,0.012485,,,
joint_rad,thumb2_joint,0.026089,,,
joint_rad,index3_joint,0.036944,,,
joint_rad,little3_joint,0.034895,,,
joint_rad,middle3_joint,0.037613,,,
joint_rad,ring3_joint,0.037729,,,
joint_rad,thumb3_joint,0.033916,,,
joint_rad,index4_joint,0.000001,,,
joint_rad,little4_joint,0.000003,,,
joint_rad,middle4_joint,-0.000000,,,
joint_rad,ring4_joint,0.000005,,,
joint_rad,thumb4_joint,0.000000,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.182507,0.319502,0.803815,
wrist_quat,wrist_3_link,0.031429,0.023215,0.647491,-0.761070
cube_pos_m,cube_obj,-0.170627,0.182833,0.775183,
handcal_dW_m.thumb1,thumb4,0.005717,0.015721,0.000088,
handcal_dC_m.thumb1,thumb4,-0.004774,-0.000928,-0.016006,
handcal_dW_m.thumb1,index4,-0.000084,-0.000346,0.000152,
handcal_dC_m.thumb1,index4,0.000059,-0.000132,0.000359,
handcal_dW_m.thumb1,middle4,-0.000054,-0.000064,0.000117,
handcal_dC_m.thumb1,middle4,0.000047,-0.000114,0.000074,
handcal_dW_m.thumb1,ring4,-0.000063,0.000164,0.000085,
handcal_dC_m.thumb1,ring4,0.000070,-0.000097,-0.000154,
handcal_dW_m.thumb1,little4,-0.000103,0.000414,0.000047,
handcal_dC_m.thumb1,little4,0.000126,-0.000076,-0.000403,
handcal_dW_m.thumb2,thumb4,-0.000992,0.004310,-0.005924,
handcal_dC_m.thumb2,thumb4,0.001451,0.005610,-0.004590,
handcal_dW_m.thumb2,index4,-0.000237,0.000235,-0.000004,
handcal_dC_m.thumb2,index4,0.000251,-0.000017,-0.000218,
handcal_dW_m.thumb2,middle4,-0.000251,0.000079,0.000003,
handcal_dC_m.thumb2,middle4,0.000255,-0.000015,-0.000062,
handcal_dW_m.thumb2,ring4,-0.000249,-0.000053,0.000010,
handcal_dC_m.thumb2,ring4,0.000245,-0.000013,0.000070,
handcal_dW_m.thumb2,little4,-0.000235,-0.000203,0.000017,
handcal_dC_m.thumb2,little4,0.000221,-0.000010,0.000219,
handcal_dW_m.thumb3,thumb4,0.003381,0.006405,0.003188,
handcal_dC_m.thumb3,thumb4,-0.003078,-0.003496,-0.006397,
handcal_dW_m.thumb3,index4,-0.000169,0.000165,0.000040,
handcal_dC_m.thumb3,index4,0.000177,-0.000055,-0.000151,
handcal_dW_m.thumb3,middle4,-0.000173,0.000071,0.000027,
handcal_dC_m.thumb3,middle4,0.000176,-0.000036,-0.000058,
handcal_dW_m.thumb3,ring4,-0.000177,-0.000010,0.000016,
handcal_dC_m.thumb3,ring4,0.000175,-0.000020,0.000022,
handcal_dW_m.thumb3,little4,-0.000175,-0.000105,0.000002,
handcal_dC_m.thumb3,little4,0.000168,0.000000,0.000116,
handcal_dW_m.thumb4,thumb4,0.000045,-0.000117,-0.000079,
handcal_dC_m.thumb4,thumb4,-0.000050,0.000088,0.000109,
handcal_dW_m.thumb4,index4,0.000149,0.000050,0.000018,
handcal_dC_m.thumb4,index4,-0.000147,-0.000017,-0.000058,
handcal_dW_m.thumb4,middle4,0.000149,0.000025,0.000012,
handcal_dC_m.thumb4,middle4,-0.000147,-0.000010,-0.000033,
handcal_dW_m.thumb4,ring4,0.000147,0.000004,0.000007,
