kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.065726,0.191738,0.771261,
tip_cube_m,thumb4,-0.003739,-0.001392,-0.145847,
tip_world_m,index4,-0.148902,0.094404,0.837852,
tip_cube_m,index4,0.062852,-0.084724,-0.048646,
tip_world_m,middle4,-0.172403,0.097115,0.851058,
tip_cube_m,middle4,0.076059,-0.078418,-0.025845,
tip_world_m,ring4,-0.189627,0.110059,0.858475,
tip_cube_m,ring4,0.083475,-0.062971,-0.010825,
tip_world_m,little4,-0.208916,0.129258,0.864103,
tip_cube_m,little4,0.089103,-0.041026,0.005270,
joint_rad,shoulder_pan_joint,1.735780,,,
joint_rad,shoulder_lift_joint,-2.283417,,,
joint_rad,elbow_joint,-2.351902,,,
joint_rad,wrist_1_joint,-1.426811,,,
joint_rad,wrist_2_joint,-1.128961,,,
joint_rad,wrist_3_joint,2.636450,,,
joint_rad,index1_joint,-0.000185,,,
joint_rad,little1_joint,-0.000143,,,
joint_rad,middle1_joint,-0.000135,,,
joint_rad,ring1_joint,-0.000101,,,
joint_rad,thumb1_joint,-0.029128,,,
joint_rad,index2_joint,0.011770,,,
joint_rad,little2_joint,0.013705,,,
joint_rad,middle2_joint,0.012078,,,
joint_rad,ring2_joint,0.011767,,,
joint_rad,thumb2_joint,0.014960,,,
joint_rad,index3_joint,0.031623,,,
joint_rad,little3_joint,0.036226,,,
joint_rad,middle3_joint,0.035373,,,
joint_rad,ring3_joint,0.035845,,,
joint_rad,thumb3_joint,0.013335,,,
joint_rad,index4_joint,0.000002,,,
joint_rad,little4_joint,0.000001,,,
joint_rad,middle4_joint,0.000000,,,
joint_rad,ring4_joint,0.000001,,,
joint_rad,thumb4_joint,0.009974,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.121213,0.305508,0.813508,
wrist_quat,wrist_3_link,0.263878,0.038882,-0.631970,0.727647
cube_pos_m,cube_obj,-0.210041,0.170605,0.775000,
handcal_dW_m.thumb1,thumb4,0.005696,0.015909,0.000286,
handcal_dC_m.thumb1,thumb4,-0.005581,-0.002795,-0.015706,
handcal_dW_m.thumb1,index4,0.000110,-0.000387,0.000186,
handcal_dC_m.thumb1,index4,-0.000112,-0.000124,0.000410,
handcal_dW_m.thumb1,middle4,0.000149,-0.000155,0.000094,
handcal_dC_m.thumb1,middle4,-0.000149,-0.000069,0.000167,
handcal_dW_m.thumb1,ring4,0.000126,0.000043,0.000017,
handcal_dC_m.thumb1,ring4,-0.000126,-0.000024,-0.000041,
handcal_dW_m.thumb1,little4,0.000068,0.000262,-0.000072,
handcal_dC_m.thumb1,little4,-0.000067,0.000030,-0.000270,
handcal_dW_m.thumb2,thumb4,-0.000968,0.004501,-0.006072,
handcal_dC_m.thumb2,thumb4,0.001001,0.005302,-0.005380,
handcal_dW_m.thumb2,index4,-0.000329,0.000294,-0.000050,
handcal_dC_m.thumb2,index4,0.000332,0.000006,-0.000294,
handcal_dW_m.thumb2,middle4,-0.000349,0.000104,-0.000028,
handcal_dC_m.thumb2,middle4,0.000351,0.000013,-0.000102,
handcal_dW_m.thumb2,ring4,-0.000345,-0.000058,-0.000009,
handcal_dC_m.thumb2,ring4,0.000344,0.000020,0.000060,
handcal_dW_m.thumb2,little4,-0.000321,-0.000240,0.000014,
handcal_dC_m.thumb2,little4,0.000318,0.000026,0.000243,
handcal_dW_m.thumb3,thumb4,0.003373,0.006451,0.003242,
handcal_dC_m.thumb3,thumb4,-0.003303,-0.004229,-0.005891,
handcal_dW_m.thumb3,index4,-0.000131,0.000150,0.000041,
handcal_dC_m.thumb3,index4,0.000132,-0.000063,-0.000140,
handcal_dW_m.thumb3,middle4,-0.000133,0.000048,0.000017,
handcal_dC_m.thumb3,middle4,0.000134,-0.000023,-0.000043,
handcal_dW_m.thumb3,ring4,-0.000139,-0.000037,-0.000004,
handcal_dC_m.thumb3,ring4,0.000139,0.000010,0.000037,
handcal_dW_m.thumb3,little4,-0.000142,-0.000136,-0.000027,
handcal_dC_m.thumb3,little4,0.000140,0.000049,0.000131,
handcal_dW_m.thumb4,thumb4,-0.000192,0.000030,-0.000089,
handcal_dC_m.thumb4,thumb4,0.000191,0.000084,-0.000042,
handcal_dW_m.thumb4,index4,-0.000126,0.000082,0.000000,
handcal_dC_m.thumb4,index4,0.000127,-0.000012,-0.000080,
handcal_dW_m.thumb4,middle4,-0.000130,0.000022,-0.000005,
