kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.072708,0.229002,0.793664,
tip_cube_m,thumb4,0.082258,0.065391,0.018667,
tip_world_m,index4,-0.140427,0.108678,0.833141,
tip_cube_m,index4,0.031655,-0.063076,0.058138,
tip_world_m,middle4,-0.166757,0.103352,0.836375,
tip_cube_m,middle4,0.006303,-0.071958,0.061371,
tip_world_m,ring4,-0.188561,0.109923,0.835656,
tip_cube_m,ring4,-0.016196,-0.068434,0.060653,
tip_world_m,little4,-0.213386,0.121876,0.832097,
tip_cube_m,little4,-0.042424,-0.059994,0.057095,
joint_rad,shoulder_pan_joint,1.515053,,,
joint_rad,shoulder_lift_joint,-2.302167,,,
joint_rad,elbow_joint,-2.313454,,,
joint_rad,wrist_1_joint,-1.509404,,,
joint_rad,wrist_2_joint,-1.595158,,,
joint_rad,wrist_3_joint,3.135974,,,
joint_rad,index1_joint,-0.000065,,,
joint_rad,little1_joint,0.000003,,,
joint_rad,middle1_joint,-0.000022,,,
joint_rad,ring1_joint,-0.000018,,,
joint_rad,thumb1_joint,-0.043243,,,
joint_rad,index2_joint,0.013914,,,
joint_rad,little2_joint,0.014065,,,
joint_rad,middle2_joint,0.013204,,,
joint_rad,ring2_joint,0.012900,,,
joint_rad,thumb2_joint,0.026470,,,
joint_rad,index3_joint,0.036508,,,
joint_rad,little3_joint,0.036586,,,
joint_rad,middle3_joint,0.038144,,,
joint_rad,ring3_joint,0.038681,,,
joint_rad,thumb3_joint,0.034446,,,
joint_rad,index4_joint,0.000003,,,
joint_rad,little4_joint,0.000000,,,
joint_rad,middle4_joint,0.000002,,,
joint_rad,ring4_joint,0.000002,,,
joint_rad,thumb4_joint,0.000001,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.171276,0.318689,0.803672,
wrist_quat,wrist_3_link,0.015434,-0.007000,-0.649017,0.760585
cube_pos_m,cube_obj,-0.163146,0.175491,0.775000,
handcal_dW_m.thumb1,thumb4,0.005566,0.015724,-0.000141,
handcal_dC_m.thumb1,thumb4,-0.005077,0.000500,-0.015881,
handcal_dW_m.thumb1,index4,-0.000550,-0.000572,-0.000016,
handcal_dC_m.thumb1,index4,0.000531,0.000011,0.000589,
handcal_dW_m.thumb1,middle4,-0.000536,-0.000319,0.000000,
handcal_dC_m.thumb1,middle4,0.000526,0.000002,0.000335,
handcal_dW_m.thumb1,ring4,-0.000533,-0.000098,0.000015,
handcal_dC_m.thumb1,ring4,0.000530,-0.000005,0.000114,
handcal_dW_m.thumb1,little4,-0.000545,0.000151,0.000032,
handcal_dC_m.thumb1,little4,0.000550,-0.000014,-0.000135,
handcal_dW_m.thumb2,thumb4,-0.000992,0.004379,-0.005814,
handcal_dC_m.thumb2,thumb4,0.001010,0.005968,-0.004162,
handcal_dW_m.thumb2,index4,-0.000204,0.000306,0.000012,
handcal_dC_m.thumb2,index4,0.000215,0.000002,-0.000299,
handcal_dW_m.thumb2,middle4,-0.000218,0.000127,0.000010,
handcal_dC_m.thumb2,middle4,0.000223,-0.000001,-0.000120,
handcal_dW_m.thumb2,ring4,-0.000219,-0.000026,0.000009,
handcal_dC_m.thumb2,ring4,0.000218,-0.000005,0.000034,
handcal_dW_m.thumb2,little4,-0.000207,-0.000202,0.000007,
handcal_dC_m.thumb2,little4,0.000199,-0.000008,0.000209,
handcal_dW_m.thumb3,thumb4,0.003417,0.006352,0.003106,
handcal_dC_m.thumb3,thumb4,-0.003139,-0.002985,-0.006550,
handcal_dW_m.thumb3,index4,-0.000192,0.000109,-0.000005,
handcal_dC_m.thumb3,index4,0.000195,0.000013,-0.000102,
handcal_dW_m.thumb3,middle4,-0.000198,0.000026,-0.000007,
handcal_dC_m.thumb3,middle4,0.000199,0.000013,-0.000019,
handcal_dW_m.thumb3,ring4,-0.000199,-0.000041,-0.000009,
handcal_dC_m.thumb3,ring4,0.000197,0.000012,0.000048,
handcal_dW_m.thumb3,little4,-0.000193,-0.000120,-0.000011,
handcal_dC_m.thumb3,little4,0.000189,0.000012,0.000127,
handcal_dW_m.thumb4,thumb4,0.000072,-0.000141,-0.000120,
handcal_dC_m.thumb4,thumb4,-0.000079,0.000114,0.000142,
handcal_dW_m.thumb4,index4,0.000165,0.000030,-0.000006,
handcal_dC_m.thumb4,index4,-0.000165,0.000004,-0.000035,
handcal_dW_m.thumb4,middle4,0.000164,0.000008,-0.000008,
handcal_dC_m.thumb4,middle4,-0.000164,0.000005,-0.000013,
handcal_dW_m.thumb4,ring4,0.000164,-0.000009,-0.000009,
handcal_dC_m.thumb4,ring4,-0.000164,0.000005,0.000004,
handcal_dW_m.thumb4,little4,0.000165,-0.000029,-0.000011,
handcal_dC_m.thumb4,little4,-0.000166,0.000006,0.000024,
handcal_dW_m.four_j1,thumb4,-0.000059,0.000034,0.000187,
handcal_dC_m.four_j1,thumb4,0.000065,-0.000184,-0.000038,
handcal_dW_m.four_j1,index4,0.006048,-0.001037,-0.000197,
handcal_dC_m.four_j1,index4,-0.006081,0.000025,0.000847,
handcal_dW_m.four_j1,middle4,0.006148,-0.000003,-0.000243,
handcal_dC_m.four_j1,middle4,-0.006149,0.000101,-0.000188,
handcal_dW_m.four_j1,ring4,0.006138,-0.000008,-0.000282,
handcal_dC_m.four_j1,ring4,-0.006140,0.000139,-0.000181,
handcal_dW_m.four_j1,little4,0.006024,0.001025,-0.000326,
handcal_dC_m.four_j1,little4,-0.005995,0.000218,-0.001208,
