kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.056952,0.198935,0.836873,
tip_cube_m,thumb4,0.103404,0.023507,0.061873,
tip_world_m,index4,-0.122061,0.071959,0.851050,
tip_cube_m,index4,0.037431,-0.103023,0.076050,
tip_world_m,middle4,-0.148314,0.065451,0.851894,
tip_cube_m,middle4,0.011134,-0.109352,0.076894,
tip_world_m,ring4,-0.170278,0.071469,0.851180,
tip_cube_m,ring4,-0.010788,-0.103185,0.076180,
tip_world_m,little4,-0.195323,0.083205,0.848474,
tip_cube_m,little4,-0.035752,-0.091278,0.073474,
joint_rad,shoulder_pan_joint,1.546358,,,
joint_rad,shoulder_lift_joint,-2.121138,,,
joint_rad,elbow_joint,-2.206707,,,
joint_rad,wrist_1_joint,-1.976227,,,
joint_rad,wrist_2_joint,-1.592013,,,
joint_rad,wrist_3_joint,3.179718,,,
joint_rad,index1_joint,-0.000048,,,
joint_rad,little1_joint,0.000028,,,
joint_rad,middle1_joint,-0.000009,,,
joint_rad,ring1_joint,-0.000011,,,
joint_rad,thumb1_joint,-0.044549,,,
joint_rad,index2_joint,0.014134,,,
joint_rad,little2_joint,0.014073,,,
joint_rad,middle2_joint,0.013351,,,
joint_rad,ring2_joint,0.013064,,,
joint_rad,thumb2_joint,0.030296,,,
joint_rad,index3_joint,0.034928,,,
joint_rad,little3_joint,0.034265,,,
joint_rad,middle3_joint,0.036152,,,
joint_rad,ring3_joint,0.036585,,,
joint_rad,thumb3_joint,0.039507,,,
joint_rad,index4_joint,0.000003,,,
joint_rad,little4_joint,0.000000,,,
joint_rad,middle4_joint,-0.000000,,,
joint_rad,ring4_joint,-0.000000,,,
joint_rad,thumb4_joint,-0.000000,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.158882,0.282975,0.857432,
wrist_quat,wrist_3_link,0.012367,0.014926,0.714295,-0.699576
cube_pos_m,cube_obj,-0.160193,0.174725,0.775000,
handcal_dW_m.thumb1,thumb4,0.005539,0.016024,-0.000087,
handcal_dC_m.thumb1,thumb4,-0.004731,0.000438,-0.016275,
handcal_dW_m.thumb1,index4,-0.000626,-0.000313,0.000046,
