kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.055871,0.203290,0.870537,
tip_cube_m,thumb4,0.105869,0.024953,0.095537,
tip_world_m,index4,-0.123275,0.076774,0.870074,
tip_cube_m,index4,0.034623,-0.099439,0.095074,
tip_world_m,middle4,-0.148489,0.070092,0.862862,
tip_cube_m,middle4,0.009216,-0.105346,0.087862,
tip_world_m,ring4,-0.168988,0.075861,0.854770,
tip_cube_m,ring4,-0.011097,-0.098952,0.079770,
tip_world_m,little4,-0.191781,0.087205,0.843559,
tip_cube_m,little4,-0.033531,-0.086915,0.068559,
joint_rad,shoulder_pan_joint,1.548757,,,
joint_rad,shoulder_lift_joint,-2.139724,,,
joint_rad,elbow_joint,-2.234700,,,
joint_rad,wrist_1_joint,-1.873520,,,
joint_rad,wrist_2_joint,-1.586978,,,
joint_rad,wrist_3_joint,3.509230,,,
joint_rad,index1_joint,0.000091,,,
joint_rad,little1_joint,0.000075,,,
joint_rad,middle1_joint,0.000036,,,
joint_rad,ring1_joint,-0.000011,,,
joint_rad,thumb1_joint,-0.044279,,,
joint_rad,index2_joint,0.013937,,,
joint_rad,little2_joint,0.012425,,,
joint_rad,middle2_joint,0.012438,,,
joint_rad,ring2_joint,0.012194,,,
joint_rad,thumb2_joint,0.031278,,,
joint_rad,index3_joint,0.035029,,,
joint_rad,little3_joint,0.030788,,,
joint_rad,middle3_joint,0.034470,,,
joint_rad,ring3_joint,0.034930,,,
joint_rad,thumb3_joint,0.040696,,,
joint_rad,index4_joint,0.000004,,,
joint_rad,little4_joint,0.000000,,,
joint_rad,middle4_joint,-0.000000,,,
joint_rad,ring4_joint,-0.000000,,,
joint_rad,thumb4_joint,-0.000000,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.158165,0.287473,0.852411,
wrist_quat,wrist_3_link,0.129235,0.128753,0.682501,-0.707752
cube_pos_m,cube_obj,-0.160927,0.175106,0.775000,
handcal_dW_m.thumb1,thumb4,0.005236,0.016738,0.000021,
handcal_dC_m.thumb1,thumb4,-0.004544,-0.000649,-0.016926,
handcal_dW_m.thumb1,index4,-0.001056,-0.000078,0.000079,
handcal_dC_m.thumb1,index4,0.001053,-0.000068,0.000124,
handcal_dW_m.thumb1,middle4,-0.001052,-0.000072,0.000061,
handcal_dC_m.thumb1,middle4,0.001048,-0.000050,0.000117,
handcal_dW_m.thumb1,ring4,-0.001056,-0.000067,0.000045,
handcal_dC_m.thumb1,ring4,0.001052,-0.000035,0.000112,
handcal_dW_m.thumb1,little4,-0.001063,-0.000066,0.000028,
handcal_dC_m.thumb1,little4,0.001060,-0.000017,0.000110,
handcal_dW_m.thumb2,thumb4,-0.000769,0.003643,-0.005817,
handcal_dC_m.thumb2,thumb4,0.000879,0.005690,-0.003814,
handcal_dW_m.thumb2,index4,0.000215,0.000023,0.000037,
handcal_dC_m.thumb2,index4,-0.000214,-0.000039,-0.000030,
handcal_dW_m.thumb2,middle4,0.000217,0.000027,0.000028,
handcal_dC_m.thumb2,middle4,-0.000216,-0.000031,-0.000034,
handcal_dW_m.thumb2,ring4,0.000215,0.000028,0.000021,
handcal_dC_m.thumb2,ring4,-0.000214,-0.000024,-0.000036,
handcal_dW_m.thumb2,little4,0.000211,0.000026,0.000012,
handcal_dC_m.thumb2,little4,-0.000210,-0.000014,-0.000034,
handcal_dW_m.thumb3,thumb4,0.003373,0.006788,0.003279,
handcal_dC_m.thumb3,thumb4,-0.003045,-0.003545,-0.006809,
handcal_dW_m.thumb3,index4,-0.000166,0.000323,0.000074,
handcal_dC_m.thumb3,index4,0.000181,-0.000084,-0.000313,
handcal_dW_m.thumb3,middle4,-0.000172,0.000131,0.000033,
handcal_dC_m.thumb3,middle4,0.000178,-0.000037,-0.000122,
handcal_dW_m.thumb3,ring4,-0.000182,-0.000033,-0.000001,
handcal_dC_m.thumb3,ring4,0.000181,0.000004,0.000041,
handcal_dW_m.thumb3,little4,-0.000186,-0.000225,-0.000041,
handcal_dC_m.thumb3,little4,0.000175,0.000051,0.000232,
handcal_dW_m.thumb4,thumb4,-0.000087,-0.000183,-0.000118,
handcal_dC_m.thumb4,thumb4,0.000078,0.000125,0.000182,
handcal_dW_m.thumb4,index4,0.000024,-0.000034,-0.000024,
handcal_dC_m.thumb4,index4,-0.000025,0.000025,0.000032,
handcal_dW_m.thumb4,middle4,0.000024,-0.000045,-0.000029,
handcal_dC_m.thumb4,middle4,-0.000026,0.000031,0.000043,
handcal_dW_m.thumb4,ring4,0.000023,-0.000050,-0.000033,
handcal_dC_m.thumb4,ring4,-0.000026,0.000034,0.000048,
handcal_dW_m.thumb4,little4,0.000022,-0.000054,-0.000036,
handcal_dC_m.thumb4,little4,-0.000025,0.000038,0.000052,
handcal_dW_m.four_j1,thumb4,0.000201,-0.000136,0.000127,
handcal_dC_m.four_j1,thumb4,-0.000205,-0.000124,0.000131,
handcal_dW_m.four_j1,index4,0.006288,-0.001095,-0.000217,
handcal_dC_m.four_j1,index4,-0.006331,0.000206,0.000818,
