kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.065165,0.201329,0.899555,
tip_cube_m,thumb4,0.093065,0.031858,0.124555,
tip_world_m,index4,-0.129296,0.074999,0.877788,
tip_cube_m,index4,0.034389,-0.097096,0.102788,
tip_world_m,middle4,-0.151543,0.068515,0.863756,
tip_cube_m,middle4,0.012440,-0.104525,0.088756,
tip_world_m,ring4,-0.168994,0.074484,0.850388,
tip_cube_m,ring4,-0.005250,-0.099307,0.075389,
tip_world_m,little4,-0.187902,0.086098,0.833526,
tip_cube_m,little4,-0.024637,-0.088511,0.058527,
joint_rad,shoulder_pan_joint,1.549329,,,
joint_rad,shoulder_lift_joint,-2.129322,,,
joint_rad,elbow_joint,-2.225380,,,
joint_rad,wrist_1_joint,-1.915909,,,
joint_rad,wrist_2_joint,-1.580501,,,
joint_rad,wrist_3_joint,3.791017,,,
joint_rad,index1_joint,0.000176,,,
joint_rad,little1_joint,0.000053,,,
joint_rad,middle1_joint,0.000007,,,
joint_rad,ring1_joint,-0.000081,,,
joint_rad,thumb1_joint,-0.041162,,,
joint_rad,index2_joint,0.012680,,,
joint_rad,little2_joint,0.009904,,,
joint_rad,middle2_joint,0.010648,,,
joint_rad,ring2_joint,0.010444,,,
joint_rad,thumb2_joint,0.031253,,,
joint_rad,index3_joint,0.031632,,,
joint_rad,little3_joint,0.024201,,,
joint_rad,middle3_joint,0.029425,,,
joint_rad,ring3_joint,0.029823,,,
joint_rad,thumb3_joint,0.041750,,,
joint_rad,index4_joint,0.000002,,,
joint_rad,little4_joint,0.000000,,,
joint_rad,middle4_joint,-0.000000,,,
joint_rad,ring4_joint,-0.000000,,,
joint_rad,thumb4_joint,-0.000000,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.158575,0.286068,0.855099,
wrist_quat,wrist_3_link,0.222996,0.228041,0.664613,-0.675692
cube_pos_m,cube_obj,-0.159506,0.173476,0.775000,
handcal_dW_m.thumb1,thumb4,0.005237,0.016736,-0.000006,
handcal_dC_m.thumb1,thumb4,-0.004373,-0.000277,-0.016980,
handcal_dW_m.thumb1,index4,-0.001096,-0.000055,0.000072,
handcal_dC_m.thumb1,index4,0.001091,-0.000073,0.000113,
handcal_dW_m.thumb1,middle4,-0.001092,-0.000044,0.000062,
handcal_dC_m.thumb1,middle4,0.001089,-0.000063,0.000101,
