kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.054765,0.204650,0.849921,
tip_cube_m,thumb4,0.114011,0.005965,0.074921,
tip_world_m,index4,-0.120514,0.077946,0.863671,
tip_cube_m,index4,0.026193,-0.106572,0.088671,
tip_world_m,middle4,-0.146594,0.071119,0.861367,
tip_cube_m,middle4,-0.000696,-0.108514,0.086368,
tip_world_m,ring4,-0.168277,0.076743,0.857211,
tip_cube_m,ring4,-0.020984,-0.099018,0.082211,
tip_world_m,little4,-0.192785,0.087894,0.850307,
tip_cube_m,little4,-0.043039,-0.083571,0.075307,
joint_rad,shoulder_pan_joint,1.543269,,,
joint_rad,shoulder_lift_joint,-2.147943,,,
joint_rad,elbow_joint,-2.237881,,,
joint_rad,wrist_1_joint,-1.849457,,,
joint_rad,wrist_2_joint,-1.603546,,,
joint_rad,wrist_3_joint,3.320638,,,
joint_rad,index1_joint,0.000015,,,
joint_rad,little1_joint,0.000057,,,
joint_rad,middle1_joint,0.000020,,,
joint_rad,ring1_joint,-0.000001,,,
joint_rad,thumb1_joint,-0.044737,,,
joint_rad,index2_joint,0.014205,,,
joint_rad,little2_joint,0.013541,,,
joint_rad,middle2_joint,0.013101,,,
joint_rad,ring2_joint,0.012836,,,
joint_rad,thumb2_joint,0.030262,,,
joint_rad,index3_joint,0.035848,,,
joint_rad,little3_joint,0.033752,,,
joint_rad,middle3_joint,0.036366,,,
joint_rad,ring3_joint,0.036861,,,
joint_rad,thumb3_joint,0.039142,,,
joint_rad,index4_joint,0.000005,,,
joint_rad,little4_joint,0.000000,,,
joint_rad,middle4_joint,-0.000000,,,
joint_rad,ring4_joint,-0.000000,,,
joint_rad,thumb4_joint,-0.000000,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.159029,0.288336,0.850369,
wrist_quat,wrist_3_link,0.066042,0.059339,0.687421,-0.720811
cube_pos_m,cube_obj,-0.165761,0.177928,0.775000,
handcal_dW_m.thumb1,thumb4,0.005241,0.016757,0.000033,
handcal_dC_m.thumb1,thumb4,-0.004447,-0.000883,-0.016962,
