kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.137485,0.217036,0.861065,
tip_cube_m,thumb4,0.069049,0.043438,0.050000,
tip_world_m,index4,-0.228578,0.109245,0.835512,
tip_cube_m,index4,-0.020541,-0.066729,0.070167,
tip_world_m,middle4,-0.249212,0.107114,0.818060,
tip_cube_m,middle4,-0.046977,-0.069407,0.064802,
tip_world_m,ring4,-0.262028,0.115806,0.801358,
tip_cube_m,ring4,-0.066459,-0.061058,0.056463,
tip_world_m,little4,-0.274210,0.129935,0.780605,
tip_cube_m,little4,-0.087464,-0.047257,0.044338,
joint_rad,shoulder_pan_joint,1.515319,,,
joint_rad,shoulder_lift_joint,-2.305014,,,
joint_rad,elbow_joint,-2.279973,,,
joint_rad,wrist_1_joint,-1.624294,,,
joint_rad,wrist_2_joint,-1.342150,,,
joint_rad,wrist_3_joint,3.961212,,,
joint_rad,index1_joint,0.000194,,,
joint_rad,little1_joint,0.000011,,,
joint_rad,middle1_joint,-0.000055,,,
joint_rad,ring1_joint,-0.000171,,,
joint_rad,thumb1_joint,-0.038030,,,
joint_rad,index2_joint,0.011513,,,
joint_rad,little2_joint,0.008052,,,
joint_rad,middle2_joint,0.009187,,,
joint_rad,ring2_joint,0.009010,,,
joint_rad,thumb2_joint,0.029535,,,
joint_rad,index3_joint,0.029852,,,
joint_rad,little3_joint,0.020387,,,
joint_rad,middle3_joint,0.026467,,,
joint_rad,ring3_joint,0.026697,,,
joint_rad,thumb3_joint,0.040089,,,
joint_rad,index4_joint,0.000002,,,
joint_rad,little4_joint,0.000002,,,
joint_rad,middle4_joint,0.000015,,,
joint_rad,ring4_joint,0.000018,,,
joint_rad,thumb4_joint,0.000003,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.196287,0.317126,0.794715,
wrist_quat,wrist_3_link,0.199386,0.362173,0.576952,-0.704417
cube_pos_m,cube_obj,-0.174989,0.174579,0.783958,
handcal_dW_m.thumb1,thumb4,0.005581,0.015744,-0.000023,
handcal_dC_m.thumb1,thumb4,-0.004904,-0.000100,-0.015968,
handcal_dW_m.thumb1,index4,-0.000419,-0.000496,0.000060,
handcal_dC_m.thumb1,index4,0.000397,-0.000056,0.000514,
handcal_dW_m.thumb1,middle4,-0.000399,-0.000240,0.000052,
handcal_dC_m.thumb1,middle4,0.000388,-0.000050,0.000257,
handcal_dW_m.thumb1,ring4,-0.000402,-0.000021,0.000046,
handcal_dC_m.thumb1,ring4,0.000401,-0.000045,0.000039,
handcal_dW_m.thumb1,little4,-0.000425,0.000221,0.000037,
handcal_dC_m.thumb1,little4,0.000434,-0.000038,-0.000202,
handcal_dW_m.thumb2,thumb4,-0.001002,0.004388,-0.005855,
handcal_dC_m.thumb2,thumb4,0.001201,0.005826,-0.004377,
handcal_dW_m.thumb2,index4,-0.000240,0.000295,0.000000,
handcal_dC_m.thumb2,index4,0.000254,-0.000002,-0.000283,
handcal_dW_m.thumb2,middle4,-0.000255,0.000117,0.000003,
handcal_dC_m.thumb2,middle4,0.000261,-0.000004,-0.000105,
handcal_dW_m.thumb2,ring4,-0.000255,-0.000035,0.000006,
handcal_dC_m.thumb2,ring4,0.000253,-0.000005,0.000047,
handcal_dW_m.thumb2,little4,-0.000241,-0.000207,0.000008,
handcal_dC_m.thumb2,little4,0.000231,-0.000006,0.000219,
handcal_dW_m.thumb3,thumb4,0.003420,0.006359,0.003146,
handcal_dC_m.thumb3,thumb4,-0.003136,-0.003198,-0.006478,
handcal_dW_m.thumb3,index4,-0.000171,0.000119,0.000016,
handcal_dC_m.thumb3,index4,0.000176,-0.000017,-0.000112,
handcal_dW_m.thumb3,middle4,-0.000175,0.000038,0.000010,
handcal_dC_m.thumb3,middle4,0.000177,-0.000009,-0.000030,
handcal_dW_m.thumb3,ring4,-0.000177,-0.000030,0.000004,
handcal_dC_m.thumb3,ring4,0.000176,-0.000003,0.000037,
handcal_dW_m.thumb3,little4,-0.000174,-0.000110,-0.000003,
