kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.056367,0.200363,0.835288,
tip_cube_m,thumb4,0.103624,0.027428,0.060288,
tip_world_m,index4,-0.121020,0.073506,0.852486,
tip_cube_m,index4,0.039850,-0.099874,0.077486,
tip_world_m,middle4,-0.147247,0.066954,0.853720,
tip_cube_m,middle4,0.013669,-0.106606,0.078721,
tip_world_m,ring4,-0.169232,0.072907,0.853122,
tip_cube_m,ring4,-0.008357,-0.100806,0.078122,
tip_world_m,little4,-0.194331,0.084534,0.850454,
tip_cube_m,little4,-0.033535,-0.089353,0.075454,
joint_rad,shoulder_pan_joint,1.547236,,,
joint_rad,shoulder_lift_joint,-2.128065,,,
joint_rad,elbow_joint,-2.216375,,,
joint_rad,wrist_1_joint,-1.940996,,,
joint_rad,wrist_2_joint,-1.593404,,,
joint_rad,wrist_3_joint,3.169815,,,
joint_rad,index1_joint,-0.000052,,,
joint_rad,little1_joint,0.000026,,,
joint_rad,middle1_joint,-0.000008,,,
joint_rad,ring1_joint,-0.000007,,,
joint_rad,thumb1_joint,-0.044532,,,
joint_rad,index2_joint,0.014111,,,
joint_rad,little2_joint,0.014098,,,
joint_rad,middle2_joint,0.013347,,,
joint_rad,ring2_joint,0.013053,,,
joint_rad,thumb2_joint,0.029939,,,
joint_rad,index3_joint,0.035071,,,
joint_rad,little3_joint,0.034551,,,
joint_rad,middle3_joint,0.036363,,,
joint_rad,ring3_joint,0.036793,,,
joint_rad,thumb3_joint,0.039049,,,
joint_rad,index4_joint,0.000003,,,
joint_rad,little4_joint,0.000000,,,
joint_rad,middle4_joint,-0.000000,,,
joint_rad,ring4_joint,-0.000000,,,
joint_rad,thumb4_joint,-0.000000,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.158297,0.284519,0.855326,
wrist_quat,wrist_3_link,0.009648,0.010344,0.707826,-0.706245
cube_pos_m,cube_obj,-0.160177,0.173653,0.775000,
handcal_dW_m.thumb1,thumb4,0.005569,0.016016,-0.000100,
handcal_dC_m.thumb1,thumb4,-0.004941,0.000131,-0.016220,
handcal_dW_m.thumb1,index4,-0.000587,-0.000421,0.000007,
handcal_dC_m.thumb1,index4,0.000570,-0.000008,0.000444,
handcal_dW_m.thumb1,middle4,-0.000575,-0.000233,0.000014,
handcal_dC_m.thumb1,middle4,0.000566,-0.000015,0.000255,
handcal_dW_m.thumb1,ring4,-0.000575,-0.000067,0.000020,
handcal_dC_m.thumb1,ring4,0.000571,-0.000021,0.000089,
handcal_dW_m.thumb1,little4,-0.000585,0.000118,0.000028,
handcal_dC_m.thumb1,little4,0.000589,-0.000028,-0.000095,
handcal_dW_m.thumb2,thumb4,-0.000739,0.003895,-0.005833,
handcal_dC_m.thumb2,thumb4,0.000898,0.005839,-0.003853,
handcal_dW_m.thumb2,index4,0.000154,0.000117,0.000014,
handcal_dC_m.thumb2,index4,-0.000149,-0.000014,-0.000123,
handcal_dW_m.thumb2,middle4,0.000149,0.000052,0.000013,
handcal_dC_m.thumb2,middle4,-0.000147,-0.000013,-0.000058,
handcal_dW_m.thumb2,ring4,0.000148,-0.000002,0.000012,
handcal_dC_m.thumb2,ring4,-0.000148,-0.000012,-0.000004,
handcal_dW_m.thumb2,little4,0.000153,-0.000069,0.000010,
handcal_dC_m.thumb2,little4,-0.000155,-0.000010,0.000063,
handcal_dW_m.thumb3,thumb4,0.003478,0.006394,0.003127,
handcal_dC_m.thumb3,thumb4,-0.003215,-0.003115,-0.006536,
handcal_dW_m.thumb3,index4,-0.000126,0.000129,0.000002,
handcal_dC_m.thumb3,index4,0.000131,-0.000001,-0.000124,
handcal_dW_m.thumb3,middle4,-0.000132,0.000036,-0.000005,
handcal_dC_m.thumb3,middle4,0.000133,0.000005,-0.000031,
handcal_dW_m.thumb3,ring4,-0.000134,-0.000039,-0.000010,
handcal_dC_m.thumb3,ring4,0.000132,0.000010,0.000044,
handcal_dW_m.thumb3,little4,-0.000129,-0.000128,-0.000016,
handcal_dC_m.thumb3,little4,0.000124,0.000016,0.000133,
handcal_dW_m.thumb4,thumb4,-0.000150,-0.000371,-0.000134,
handcal_dC_m.thumb4,thumb4,0.000135,0.000134,0.000377,
handcal_dW_m.thumb4,index4,-0.000035,-0.000085,-0.000021,
handcal_dC_m.thumb4,index4,0.000031,0.000021,0.000087,
handcal_dW_m.thumb4,middle4,-0.000032,-0.000045,-0.000019,
handcal_dC_m.thumb4,middle4,0.000030,0.000019,0.000046,
handcal_dW_m.thumb4,ring4,-0.000031,-0.000009,-0.000018,
handcal_dC_m.thumb4,ring4,0.000031,0.000017,0.000010,
handcal_dW_m.thumb4,little4,-0.000034,0.000035,-0.000015,
