kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.053405,0.199328,0.862146,
tip_cube_m,thumb4,0.099632,0.062684,0.087145,
tip_world_m,index4,-0.123869,0.074509,0.864155,
tip_cube_m,index4,0.079173,-0.079184,0.089156,
tip_world_m,middle4,-0.149715,0.068601,0.858736,
tip_cube_m,middle4,0.057223,-0.094054,0.083736,
tip_world_m,ring4,-0.170616,0.075045,0.852362,
tip_cube_m,ring4,0.035407,-0.095620,0.077362,
tip_world_m,little4,-0.193880,0.087188,0.843155,
tip_cube_m,little4,0.009325,-0.092730,0.068155,
joint_rad,shoulder_pan_joint,1.565000,,,
joint_rad,shoulder_lift_joint,-2.131040,,,
joint_rad,elbow_joint,-2.232340,,,
joint_rad,wrist_1_joint,-1.905462,,,
joint_rad,wrist_2_joint,-1.547796,,,
joint_rad,wrist_3_joint,3.431571,,,
joint_rad,index1_joint,0.000061,,,
joint_rad,little1_joint,0.000074,,,
joint_rad,middle1_joint,0.000036,,,
joint_rad,ring1_joint,0.000001,,,
joint_rad,thumb1_joint,-0.044318,,,
joint_rad,index2_joint,0.014113,,,
joint_rad,little2_joint,0.012932,,,
joint_rad,middle2_joint,0.012771,,,
joint_rad,ring2_joint,0.012515,,,
joint_rad,thumb2_joint,0.031140,,,
joint_rad,index3_joint,0.035233,,,
joint_rad,little3_joint,0.031790,,,
joint_rad,middle3_joint,0.035080,,,
joint_rad,ring3_joint,0.035529,,,
joint_rad,thumb3_joint,0.041023,,,
joint_rad,index4_joint,0.000004,,,
joint_rad,little4_joint,0.000000,,,
joint_rad,middle4_joint,-0.000000,,,
joint_rad,ring4_joint,-0.000000,,,
joint_rad,thumb4_joint,-0.000000,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.154586,0.286337,0.853711,
wrist_quat,wrist_3_link,0.092853,0.111535,0.693102,-0.706079
cube_pos_m,cube_obj,-0.168977,0.176996,0.775000,
handcal_dW_m.thumb1,thumb4,0.005591,0.016060,0.000040,
handcal_dC_m.thumb1,thumb4,-0.004957,-0.000274,-0.016264,
handcal_dW_m.thumb1,index4,-0.000434,-0.000224,0.000129,
handcal_dC_m.thumb1,index4,0.000422,-0.000134,0.000244,
handcal_dW_m.thumb1,middle4,-0.000416,-0.000032,0.000109,
handcal_dC_m.thumb1,middle4,0.000411,-0.000118,0.000051,
handcal_dW_m.thumb1,ring4,-0.000421,0.000122,0.000091,
handcal_dC_m.thumb1,ring4,0.000424,-0.000104,-0.000104,
handcal_dW_m.thumb1,little4,-0.000445,0.000287,0.000069,
handcal_dC_m.thumb1,little4,0.000454,-0.000085,-0.000268,
handcal_dW_m.thumb2,thumb4,-0.000752,0.003911,-0.005807,
handcal_dC_m.thumb2,thumb4,0.001045,0.005699,-0.004003,
handcal_dW_m.thumb2,index4,0.000157,0.000154,0.000052,
handcal_dC_m.thumb2,index4,-0.000152,-0.000052,-0.000159,
handcal_dW_m.thumb2,middle4,0.000152,0.000087,0.000047,
handcal_dC_m.thumb2,middle4,-0.000150,-0.000046,-0.000092,
handcal_dW_m.thumb2,ring4,0.000151,0.000028,0.000042,
handcal_dC_m.thumb2,ring4,-0.000150,-0.000040,-0.000033,
handcal_dW_m.thumb2,little4,0.000154,-0.000047,0.000036,
handcal_dC_m.thumb2,little4,-0.000156,-0.000031,0.000041,
handcal_dW_m.thumb3,thumb4,0.003355,0.006529,0.003221,
handcal_dC_m.thumb3,thumb4,-0.003159,-0.003291,-0.006591,
handcal_dW_m.thumb3,index4,-0.000207,0.000243,0.000066,
handcal_dC_m.thumb3,index4,0.000215,-0.000076,-0.000233,
handcal_dW_m.thumb3,middle4,-0.000212,0.000121,0.000045,
handcal_dC_m.thumb3,middle4,0.000215,-0.000052,-0.000111,
handcal_dW_m.thumb3,ring4,-0.000217,0.000014,0.000026,
handcal_dC_m.thumb3,ring4,0.000217,-0.000031,-0.000004,
handcal_dW_m.thumb3,little4,-0.000217,-0.000114,0.000004,
handcal_dC_m.thumb3,little4,0.000212,-0.000006,0.000123,
handcal_dW_m.thumb4,thumb4,-0.000221,0.000206,-0.000065,
handcal_dC_m.thumb4,thumb4,0.000231,0.000055,-0.000198,
handcal_dW_m.thumb4,index4,-0.000175,0.000204,0.000040,
handcal_dC_m.thumb4,index4,0.000182,-0.000049,-0.000195,
handcal_dW_m.thumb4,middle4,-0.000182,0.000095,0.000035,
handcal_dC_m.thumb4,middle4,0.000185,-0.000041,-0.000087,
handcal_dW_m.thumb4,ring4,-0.000184,-0.000000,0.000030,
handcal_dC_m.thumb4,ring4,0.000183,-0.000034,0.000009,
handcal_dW_m.thumb4,little4,-0.000179,-0.000112,0.000023,
handcal_dC_m.thumb4,little4,0.000173,-0.000025,0.000120,
handcal_dW_m.four_j1,thumb4,-0.000136,-0.000028,0.000063,
handcal_dC_m.four_j1,thumb4,0.000133,-0.000066,0.000035,
handcal_dW_m.four_j1,index4,0.005807,-0.001052,-0.000223,
handcal_dC_m.four_j1,index4,-0.005840,0.000378,0.000793,
handcal_dW_m.four_j1,middle4,0.005897,-0.000003,-0.000233,
handcal_dC_m.four_j1,middle4,-0.005884,0.000366,-0.000259,
handcal_dW_m.four_j1,ring4,0.005895,0.000003,-0.000240,
handcal_dC_m.four_j1,ring4,-0.005882,0.000374,-0.000264,
handcal_dW_m.four_j1,little4,0.005797,0.001049,-0.000250,
handcal_dC_m.four_j1,little4,-0.005739,0.000357,-0.001305,
handcal_dW_m.four_j2,thumb4,-0.000056,0.000234,0.000054,
handcal_dC_m.four_j2,thumb4,0.000065,-0.000061,-0.000230,
handcal_dW_m.four_j2,index4,0.002464,0.014481,-0.001520,
handcal_dC_m.four_j2,index4,-0.001793,0.001244,-0.014606,
handcal_dW_m.four_j2,middle4,-0.000081,0.014632,-0.001515,
handcal_dC_m.four_j2,middle4,0.000755,0.001177,-0.014644,
handcal_dW_m.four_j2,ring4,-0.000080,0.014571,-0.001513,
handcal_dC_m.four_j2,ring4,0.000752,0.001177,-0.014583,
handcal_dW_m.four_j2,little4,-0.002618,0.014295,-0.001521,
handcal_dC_m.four_j2,little4,0.003274,0.001134,-0.014195,
handcal_dW_m.four_j3,thumb4,0.000160,0.000019,-0.000022,
handcal_dC_m.four_j3,thumb4,-0.000159,0.000025,-0.000026,
handcal_dW_m.four_j3,index4,0.001071,0.005133,-0.000335,
handcal_dC_m.four_j3,index4,-0.000844,0.000242,-0.005180,
handcal_dW_m.four_j3,middle4,0.000168,0.005216,-0.000340,
handcal_dC_m.four_j3,middle4,0.000061,0.000225,-0.005225,
handcal_dW_m.four_j3,ring4,0.000168,0.005217,-0.000342,
handcal_dC_m.four_j3,ring4,0.000060,0.000227,-0.005226,
handcal_dW_m.four_j3,little4,-0.000734,0.005126,-0.000335,
handcal_dC_m.four_j3,little4,0.000958,0.000202,-0.005095,
handcal_dW_m.four_j4,thumb4,0.000224,0.000079,-0.000016,
handcal_dC_m.four_j4,thumb4,-0.000220,0.000020,-0.000089,
handcal_dW_m.four_j4,index4,0.000192,-0.000129,-0.000018,
handcal_dC_m.four_j4,index4,-0.000197,0.000025,0.000120,
handcal_dW_m.four_j4,middle4,0.000223,-0.000149,-0.000019,
handcal_dC_m.four_j4,middle4,-0.000229,0.000027,0.000139,
handcal_dW_m.four_j4,ring4,0.000223,-0.000166,-0.000020,
handcal_dC_m.four_j4,ring4,-0.000229,0.000029,0.000156,
handcal_dW_m.four_j4,little4,0.000255,-0.000190,-0.000022,
handcal_dC_m.four_j4,little4,-0.000262,0.000032,0.000178,
