kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.070953,0.229433,0.806240,
tip_cube_m,thumb4,0.086534,0.052420,0.035025,
tip_world_m,index4,-0.142271,0.109238,0.841050,
tip_cube_m,index4,0.011136,-0.066486,0.065379,
tip_world_m,middle4,-0.168743,0.103997,0.842386,
tip_cube_m,middle4,-0.015457,-0.071255,0.065125,
tip_world_m,ring4,-0.190390,0.110532,0.839691,
tip_cube_m,ring4,-0.036785,-0.064335,0.061150,
tip_world_m,little4,-0.214816,0.122442,0.834074,
tip_cube_m,little4,-0.060616,-0.051992,0.054097,
joint_rad,shoulder_pan_joint,1.522207,,,
joint_rad,shoulder_lift_joint,-2.301845,,,
joint_rad,elbow_joint,-2.319566,,,
joint_rad,wrist_1_joint,-1.487284,,,
joint_rad,wrist_2_joint,-1.573796,,,
joint_rad,wrist_3_joint,3.208509,,,
joint_rad,index1_joint,0.000072,,,
joint_rad,little1_joint,-0.000037,,,
joint_rad,middle1_joint,-0.000253,,,
joint_rad,ring1_joint,-0.000435,,,
joint_rad,thumb1_joint,-0.022486,,,
joint_rad,index2_joint,0.014466,,,
joint_rad,little2_joint,0.017023,,,
joint_rad,middle2_joint,0.014075,,,
joint_rad,ring2_joint,0.015576,,,
joint_rad,thumb2_joint,0.018102,,,
joint_rad,index3_joint,0.037789,,,
joint_rad,little3_joint,0.043055,,,
joint_rad,middle3_joint,0.040143,,,
joint_rad,ring3_joint,0.045595,,,
joint_rad,thumb3_joint,0.023793,,,
joint_rad,index4_joint,0.000001,,,
joint_rad,little4_joint,0.000002,,,
joint_rad,middle4_joint,0.000035,,,
joint_rad,ring4_joint,-0.000000,,,
joint_rad,thumb4_joint,-0.000000,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.170287,0.318691,0.805429,
wrist_quat,wrist_3_link,0.007984,0.035956,0.641798,-0.765989
cube_pos_m,cube_obj,-0.158477,0.175444,0.776450,
handcal_dW_m.thumb1,thumb4,0.005571,0.015747,-0.000080,
