kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.056987,0.201362,0.835500,
tip_cube_m,thumb4,0.104503,0.024897,0.060499,
tip_world_m,index4,-0.120020,0.073583,0.851909,
tip_cube_m,index4,0.040293,-0.102295,0.076909,
tip_world_m,middle4,-0.146162,0.066686,0.853075,
tip_cube_m,middle4,0.014089,-0.108951,0.078075,
tip_world_m,ring4,-0.168222,0.072357,0.852480,
tip_cube_m,ring4,-0.007917,-0.103076,0.077480,
tip_world_m,little4,-0.193466,0.083673,0.849844,
tip_cube_m,little4,-0.033056,-0.091528,0.074844,
joint_rad,shoulder_pan_joint,1.539031,,,
joint_rad,shoulder_lift_joint,-2.127475,,,
joint_rad,elbow_joint,-2.210439,,,
joint_rad,wrist_1_joint,-1.952973,,,
joint_rad,wrist_2_joint,-1.614550,,,
joint_rad,wrist_3_joint,3.170732,,,
joint_rad,index1_joint,-0.000052,,,
joint_rad,little1_joint,0.000025,,,
joint_rad,middle1_joint,-0.000012,,,
joint_rad,ring1_joint,-0.000013,,,
joint_rad,thumb1_joint,-0.044257,,,
joint_rad,index2_joint,0.014085,,,
joint_rad,little2_joint,0.014112,,,
joint_rad,middle2_joint,0.013335,,,
joint_rad,ring2_joint,0.013060,,,
joint_rad,thumb2_joint,0.029850,,,
joint_rad,index3_joint,0.034949,,,
joint_rad,little3_joint,0.034522,,,
joint_rad,middle3_joint,0.036263,,,
joint_rad,ring3_joint,0.036740,,,
joint_rad,thumb3_joint,0.038910,,,
joint_rad,index4_joint,0.000003,,,
joint_rad,little4_joint,0.000000,,,
joint_rad,middle4_joint,-0.000000,,,
joint_rad,ring4_joint,-0.000000,,,
joint_rad,thumb4_joint,-0.000000,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.160028,0.284077,0.855847,
wrist_quat,wrist_3_link,0.014603,0.006206,0.709795,-0.704230
cube_pos_m,cube_obj,-0.161256,0.175502,0.775000,
handcal_dW_m.thumb1,thumb4,0.005584,0.016019,-0.000064,
handcal_dC_m.thumb1,thumb4,-0.004949,0.000125,-0.016226,
handcal_dW_m.thumb1,index4,-0.000533,-0.000366,0.000038,
handcal_dC_m.thumb1,index4,0.000519,-0.000035,0.000386,
handcal_dW_m.thumb1,middle4,-0.000520,-0.000174,0.000038,
handcal_dC_m.thumb1,middle4,0.000513,-0.000033,0.000194,
handcal_dW_m.thumb1,ring4,-0.000521,-0.000009,0.000037,
handcal_dC_m.thumb1,ring4,0.000520,-0.000031,0.000029,
handcal_dW_m.thumb1,little4,-0.000535,0.000173,0.000037,
handcal_dC_m.thumb1,little4,0.000542,-0.000029,-0.000152,
handcal_dW_m.thumb2,thumb4,-0.000754,0.003885,-0.005821,
handcal_dC_m.thumb2,thumb4,0.000841,0.005860,-0.003808,
handcal_dW_m.thumb2,index4,0.000145,0.000128,0.000023,
handcal_dC_m.thumb2,index4,-0.000139,-0.000024,-0.000134,
handcal_dW_m.thumb2,middle4,0.000140,0.000065,0.000021,
handcal_dC_m.thumb2,middle4,-0.000136,-0.000023,-0.000071,
handcal_dW_m.thumb2,ring4,0.000139,0.000010,0.000019,
handcal_dC_m.thumb2,ring4,-0.000138,-0.000021,-0.000016,
handcal_dW_m.thumb2,little4,0.000143,-0.000057,0.000016,
handcal_dC_m.thumb2,little4,-0.000145,-0.000018,0.000051,
handcal_dW_m.thumb3,thumb4,0.003064,0.006935,0.003219,
handcal_dC_m.thumb3,thumb4,-0.002715,-0.003203,-0.007087,
handcal_dW_m.thumb3,index4,-0.000601,0.000382,0.000058,
handcal_dC_m.thumb3,index4,0.000618,-0.000048,-0.000356,
handcal_dW_m.thumb3,middle4,-0.000614,0.000153,0.000035,
handcal_dC_m.thumb3,middle4,0.000621,-0.000027,-0.000126,
handcal_dW_m.thumb3,ring4,-0.000621,-0.000042,0.000016,
handcal_dC_m.thumb3,ring4,0.000619,-0.000008,0.000070,
handcal_dW_m.thumb3,little4,-0.000614,-0.000270,-0.000008,
handcal_dC_m.thumb3,little4,0.000601,0.000013,0.000296,
handcal_dW_m.thumb4,thumb4,-0.000252,-0.000259,-0.000120,
handcal_dC_m.thumb4,thumb4,0.000240,0.000121,0.000270,
handcal_dW_m.thumb4,index4,-0.000153,-0.000045,-0.000008,
handcal_dC_m.thumb4,index4,0.000151,0.000009,0.000051,
handcal_dW_m.thumb4,middle4,-0.000152,-0.000033,-0.000007,
