kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.054051,0.200358,0.840002,
tip_cube_m,thumb4,0.113880,0.030232,0.065002,
tip_world_m,index4,-0.118313,0.072846,0.853084,
tip_cube_m,index4,0.051166,-0.098049,0.078084,
tip_world_m,middle4,-0.144515,0.066083,0.853198,
tip_cube_m,middle4,0.025048,-0.105128,0.078198,
tip_world_m,ring4,-0.166505,0.071878,0.851788,
tip_cube_m,ring4,0.002990,-0.099600,0.076788,
tip_world_m,little4,-0.191573,0.083349,0.848268,
tip_cube_m,little4,-0.022216,-0.088434,0.073268,
joint_rad,shoulder_pan_joint,1.547679,,,
joint_rad,shoulder_lift_joint,-2.122622,,,
joint_rad,elbow_joint,-2.210546,,,
joint_rad,wrist_1_joint,-1.964333,,,
joint_rad,wrist_2_joint,-1.601029,,,
joint_rad,wrist_3_joint,3.209606,,,
joint_rad,index1_joint,-0.000032,,,
joint_rad,little1_joint,0.000038,,,
joint_rad,middle1_joint,0.000001,,,
joint_rad,ring1_joint,-0.000005,,,
joint_rad,thumb1_joint,-0.044724,,,
joint_rad,index2_joint,0.014179,,,
joint_rad,little2_joint,0.013962,,,
joint_rad,middle2_joint,0.013314,,,
joint_rad,ring2_joint,0.013031,,,
joint_rad,thumb2_joint,0.030518,,,
joint_rad,index3_joint,0.035109,,,
joint_rad,little3_joint,0.034054,,,
joint_rad,middle3_joint,0.036135,,,
joint_rad,ring3_joint,0.036570,,,
joint_rad,thumb3_joint,0.039738,,,
joint_rad,index4_joint,0.000003,,,
joint_rad,little4_joint,0.000000,,,
joint_rad,middle4_joint,-0.000000,,,
joint_rad,ring4_joint,-0.000000,,,
joint_rad,thumb4_joint,-0.000000,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.157355,0.283522,0.856966,
wrist_quat,wrist_3_link,0.026518,0.021834,0.711813,-0.701528
cube_pos_m,cube_obj,-0.168288,0.171507,0.775000,
handcal_dW_m.thumb1,thumb4,0.005579,0.016020,-0.000081,
handcal_dC_m.thumb1,thumb4,-0.005003,0.000279,-0.016207,
handcal_dW_m.thumb1,index4,-0.000559,-0.000343,0.000039,
handcal_dC_m.thumb1,index4,0.000547,-0.000040,0.000362,
handcal_dW_m.thumb1,middle4,-0.000546,-0.000151,0.000043,
handcal_dC_m.thumb1,middle4,0.000541,-0.000042,0.000169,
handcal_dW_m.thumb1,ring4,-0.000546,0.000013,0.000046,
handcal_dC_m.thumb1,ring4,0.000547,-0.000043,0.000006,
handcal_dW_m.thumb1,little4,-0.000559,0.000193,0.000049,
handcal_dC_m.thumb1,little4,0.000566,-0.000043,-0.000174,
handcal_dW_m.thumb2,thumb4,-0.000752,0.003884,-0.005816,
handcal_dC_m.thumb2,thumb4,0.000856,0.005876,-0.003770,
handcal_dW_m.thumb2,index4,0.000143,0.000130,0.000027,
handcal_dC_m.thumb2,index4,-0.000138,-0.000026,-0.000136,
handcal_dW_m.thumb2,middle4,0.000138,0.000067,0.000026,
handcal_dC_m.thumb2,middle4,-0.000135,-0.000026,-0.000073,
handcal_dW_m.thumb2,ring4,0.000137,0.000012,0.000025,
handcal_dC_m.thumb2,ring4,-0.000136,-0.000025,-0.000018,
handcal_dW_m.thumb2,little4,0.000141,-0.000055,0.000022,
handcal_dC_m.thumb2,little4,-0.000143,-0.000024,0.000049,
handcal_dW_m.thumb3,thumb4,0.003478,0.006392,0.003185,
handcal_dC_m.thumb3,thumb4,-0.003211,-0.003115,-0.006564,
handcal_dW_m.thumb3,index4,-0.000043,0.000143,0.000025,
handcal_dC_m.thumb3,index4,0.000049,-0.000023,-0.000142,
handcal_dW_m.thumb3,middle4,-0.000045,0.000052,0.000002,
handcal_dC_m.thumb3,middle4,0.000047,-0.000001,-0.000050,
handcal_dW_m.thumb3,ring4,-0.000051,-0.000024,-0.000018,
handcal_dC_m.thumb3,ring4,0.000050,0.000018,0.000026,
handcal_dW_m.thumb3,little4,-0.000054,-0.000114,-0.000041,
handcal_dC_m.thumb3,little4,0.000049,0.000039,0.000116,
handcal_dW_m.thumb4,thumb4,-0.000243,-0.000261,-0.000116,
handcal_dC_m.thumb4,thumb4,0.000232,0.000113,0.000271,
handcal_dW_m.thumb4,index4,-0.000139,-0.000045,-0.000005,
handcal_dC_m.thumb4,index4,0.000137,0.000005,0.000050,
handcal_dW_m.thumb4,middle4,-0.000138,-0.000034,-0.000005,
handcal_dC_m.thumb4,middle4,0.000136,0.000006,0.000039,
handcal_dW_m.thumb4,ring4,-0.000137,-0.000023,-0.000005,
handcal_dC_m.thumb4,ring4,0.000136,0.000006,0.000028,
handcal_dW_m.thumb4,little4,-0.000139,-0.000008,-0.000004,
handcal_dC_m.thumb4,little4,0.000138,0.000005,0.000014,
handcal_dW_m.four_j1,thumb4,0.000201,-0.000128,0.000059,
handcal_dC_m.four_j1,thumb4,-0.000205,-0.000062,0.000120,
handcal_dW_m.four_j1,index4,0.006216,-0.001091,-0.000246,
handcal_dC_m.four_j1,index4,-0.006253,0.000191,0.000874,
handcal_dW_m.four_j1,middle4,0.006311,-0.000019,-0.000265,
handcal_dC_m.four_j1,middle4,-0.006309,0.000225,-0.000201,
handcal_dW_m.four_j1,ring4,0.006307,0.000009,-0.000281,
handcal_dC_m.four_j1,ring4,-0.006305,0.000241,-0.000228,
handcal_dW_m.four_j1,little4,0.006201,0.001080,-0.000299,
handcal_dC_m.four_j1,little4,-0.006161,0.000276,-0.001295,
handcal_dW_m.four_j2,thumb4,0.000201,-0.000189,-0.000012,
handcal_dC_m.four_j2,thumb4,-0.000209,0.000008,0.000182,
handcal_dW_m.four_j2,index4,0.002706,0.014270,-0.001543,
handcal_dC_m.four_j2,index4,-0.002154,0.001731,-0.014342,
handcal_dW_m.four_j2,middle4,0.000170,0.014513,-0.001531,
handcal_dC_m.four_j2,middle4,0.000390,0.001738,-0.014485,
handcal_dW_m.four_j2,ring4,0.000173,0.014540,-0.001522,
handcal_dC_m.four_j2,ring4,0.000388,0.001729,-0.014512,
handcal_dW_m.four_j2,little4,-0.002366,0.014360,-0.001521,
handcal_dC_m.four_j2,little4,0.002918,0.001741,-0.014233,
handcal_dW_m.four_j3,thumb4,0.000168,-0.000081,-0.000037,
handcal_dC_m.four_j3,thumb4,-0.000171,0.000034,0.000075,
handcal_dW_m.four_j3,index4,0.001080,0.005079,-0.000333,
handcal_dC_m.four_j3,index4,-0.000884,0.000400,-0.005112,
handcal_dW_m.four_j3,middle4,0.000182,0.005187,-0.000336,
handcal_dC_m.four_j3,middle4,0.000018,0.000410,-0.005185,
handcal_dW_m.four_j3,ring4,0.000183,0.005208,-0.000336,
handcal_dC_m.four_j3,ring4,0.000018,0.000410,-0.005206,
handcal_dW_m.four_j3,little4,-0.000719,0.005142,-0.000326,
handcal_dC_m.four_j3,little4,0.000917,0.000405,-0.005104,
handcal_dW_m.four_j4,thumb4,0.000049,0.000044,-0.000006,
handcal_dC_m.four_j4,thumb4,-0.000047,0.000007,-0.000046,
handcal_dW_m.four_j4,index4,0.000014,-0.000151,-0.000017,
handcal_dC_m.four_j4,index4,-0.000020,0.000015,0.000151,
handcal_dW_m.four_j4,middle4,0.000046,-0.000159,-0.000017,
handcal_dC_m.four_j4,middle4,-0.000053,0.000015,0.000157,
handcal_dW_m.four_j4,ring4,0.000046,-0.000164,-0.000018,
handcal_dC_m.four_j4,ring4,-0.000053,0.000015,0.000162,
handcal_dW_m.four_j4,little4,0.000078,-0.000172,-0.000019,
handcal_dC_m.four_j4,little4,-0.000085,0.000016,0.000169,
