kind,name,v0,v1,v2,v3
tip_world_m,thumb4,-0.054306,0.200011,0.861329,
tip_cube_m,thumb4,0.107553,0.026498,0.086329,
tip_world_m,index4,-0.123409,0.074442,0.863848,
tip_cube_m,index4,0.039879,-0.099847,0.088848,
tip_world_m,middle4,-0.149253,0.068272,0.858720,
tip_cube_m,middle4,0.014107,-0.106310,0.083720,
tip_world_m,ring4,-0.170297,0.074509,0.852615,
tip_cube_m,ring4,-0.007006,-0.100312,0.077615,
tip_world_m,little4,-0.193795,0.086426,0.843718,
tip_cube_m,little4,-0.030638,-0.088662,0.068718,
joint_rad,shoulder_pan_joint,1.556745,,,
joint_rad,shoulder_lift_joint,-2.130361,,,
joint_rad,elbow_joint,-2.227689,,,
joint_rad,wrist_1_joint,-1.913149,,,
joint_rad,wrist_2_joint,-1.566865,,,
joint_rad,wrist_3_joint,3.419776,,,
joint_rad,index1_joint,0.000056,,,
joint_rad,little1_joint,0.000073,,,
joint_rad,middle1_joint,0.000035,,,
joint_rad,ring1_joint,0.000000,,,
joint_rad,thumb1_joint,-0.044392,,,
joint_rad,index2_joint,0.014133,,,
joint_rad,little2_joint,0.013005,,,
joint_rad,middle2_joint,0.012817,,,
joint_rad,ring2_joint,0.012560,,,
joint_rad,thumb2_joint,0.031151,,,
joint_rad,index3_joint,0.035261,,,
joint_rad,little3_joint,0.031945,,,
joint_rad,middle3_joint,0.035170,,,
joint_rad,ring3_joint,0.035619,,,
joint_rad,thumb3_joint,0.040930,,,
joint_rad,index4_joint,0.000004,,,
joint_rad,little4_joint,0.000000,,,
joint_rad,middle4_joint,-0.000000,,,
joint_rad,ring4_joint,-0.000000,,,
joint_rad,thumb4_joint,-0.000000,,,
force_N,thumb4,0.000000,,,
force_N,index4,0.000000,,,
force_N,middle4,0.000000,,,
force_N,ring4,0.000000,,,
force_N,little4,0.000000,,,
wrist_pos_m,wrist_3_link,-0.156503,0.285956,0.854348,
wrist_quat,wrist_3_link,0.092300,0.103717,0.695162,-0.705318
cube_pos_m,cube_obj,-0.162153,0.174734,0.775000,
handcal_dW_m.thumb1,thumb4,0.005492,0.016391,0.000044,
handcal_dC_m.thumb1,thumb4,-0.004603,-0.000249,-0.016661,
handcal_dW_m.thumb1,index4,-0.000659,-0.000099,0.000127,
handcal_dC_m.thumb1,index4,0.000650,-0.000134,0.000136,
handcal_dW_m.thumb1,middle4,-0.000646,0.000003,0.000107,
handcal_dC_m.thumb1,middle4,0.000644,-0.000116,0.000034,
handcal_dW_m.thumb1,ring4,-0.000652,0.000081,0.000089,
handcal_dC_m.thumb1,ring4,0.000654,-0.000099,-0.000045,
handcal_dW_m.thumb1,little4,-0.000668,0.000160,0.000065,
handcal_dC_m.thumb1,little4,0.000675,-0.000077,-0.000122,
handcal_dW_m.thumb2,thumb4,-0.000755,0.003897,-0.005809,
handcal_dC_m.thumb2,thumb4,0.001038,0.005731,-0.003947,
handcal_dW_m.thumb2,index4,0.000151,0.000142,0.000043,
handcal_dC_m.thumb2,index4,-0.000144,-0.000044,-0.000149,
handcal_dW_m.thumb2,middle4,0.000147,0.000078,0.000040,
handcal_dC_m.thumb2,middle4,-0.000143,-0.000039,-0.000085,
handcal_dW_m.thumb2,ring4,0.000145,0.000022,0.000035,
handcal_dC_m.thumb2,ring4,-0.000145,-0.000034,-0.000028,
handcal_dW_m.thumb2,little4,0.000149,-0.000049,0.000030,
handcal_dC_m.thumb2,little4,-0.000151,-0.000027,0.000042,
handcal_dW_m.thumb3,thumb4,0.002936,0.007027,0.003197,
handcal_dC_m.thumb3,thumb4,-0.002606,-0.003276,-0.007120,
handcal_dW_m.thumb3,index4,-0.000793,0.000400,0.000045,
handcal_dC_m.thumb3,index4,0.000812,-0.000063,-0.000356,
handcal_dW_m.thumb3,middle4,-0.000809,0.000154,0.000031,
handcal_dC_m.thumb3,middle4,0.000816,-0.000044,-0.000111,
handcal_dW_m.thumb3,ring4,-0.000813,-0.000057,0.000018,
handcal_dC_m.thumb3,ring4,0.000809,-0.000028,0.000100,
handcal_dW_m.thumb3,little4,-0.000802,-0.000297,0.000003,
handcal_dC_m.thumb3,little4,0.000785,-0.000009,0.000340,
